id,instruction_number,instruction
657d481230,1,Heat oven to 350F Spray 13x9-inch (3-quart) glass baking dish with cooking spray.
657d481230,2,Cook linguine as directed on package.
657d481230,3,"Meanwhile, in 2-quart saucepan, melt 3 tablespoons butter over medium heat."
657d481230,4,Stir in flour and lemon-pepper seasoning.
657d481230,5,"Stir in broth; heat to boiling, stirring constantly."
657d481230,6,"Stir in half-and-half, sherry, shrimp and peas."
657d481230,7,Drain linguine; place in 13x9-inch (3-quart) glass baking dish.
657d481230,8,Pour sauce over linguine; toss to mix.
657d481230,9,"In small bowl, mix 2 tablespoons melted butter and the bread crumbs."
657d481230,10,Sprinkle over shrimp mixture.
657d481230,11,Sprinkle with cheese.
657d481230,12,Bake about 30 minutes or until mixture is hot and topping is golden brown.
657d74cbd1,1,In a large saucepan saute onions in the oil until browned.
657d74cbd1,2,"Add the coriander, aniseed, chili powder, sugar, cinnamon and cloves."
657d74cbd1,3,Cook for 2 minutes.
657d74cbd1,4,"Add tomatoes, P."
657d74cbd1,5,B.
657d74cbd1,6,",cocoa powder, 2 cups of the broth, raisins and garlic."
657d74cbd1,7,Bring to a boil then reduce to a simmer-stirring.
657d74cbd1,8,Taste then season with salt and pepper.
657d74cbd1,9,"Remove from heat, cool slightly and then puree to smooth."
657d74cbd1,10,Use remaining broth if needed.
657d74cbd1,11,Set aside about 1/2-3/4 cup for dipping.
657d74cbd1,12,Let cool and then marinate chicken for 4 hours in fridge.
657d74cbd1,13,Skewer chicken on bamboo skewers and place on an oiled baking sheet.
657d74cbd1,14,Bake at 350 for 12-14 minutes.
657d74cbd1,15,Serve hot with the reserved dip.
657d917e4c,1,"Into a small bowl, finely grate zest and squeeze juice from 1 orange."
657d917e4c,2,Add garlic and soy sauce.
657d917e4c,3,Peel remaining two oranges with a paring knife to remove both peel and pith.
657d917e4c,4,Slice oranges crosswise in 1/2 inch thick circles.
657d917e4c,5,"Cut circles in half, discard seeds."
657d917e4c,6,In a medium bowl or ziplock toss meat with cornstarch.
657d917e4c,7,Heat 1 tbsp oil in a large nonstick skillet over high heat.
657d917e4c,8,"Brown beef on all sides, working in batches and adding more oil if necessary, about 3-5 minutes then set aside."
657d917e4c,9,"Pour juice mixture into skillet, boil until syrupy, about 1 minute."
657d917e4c,10,"Add beef, oranges and scallions to pan, toss until coated and heated through."
657d917e4c,11,Serve hot over rice.
657dbd2b3a,1,Cook turkey in a large non-stick skillet over medium-high heat until lightly browned and crumbled.
657dbd2b3a,2,Add the onion to the skillet and cook until it's transluscent.
657dbd2b3a,3,"Reduce the heat to medium, add the garlic and thyme, stir well and cook for another minute or so."
657dbd2b3a,4,"Add the broth and let it come to a slow boil, then add the cheese."
657dbd2b3a,5,Stir with a flat whisk or fork until the cheese has melted and is fully incorporated into the sauce.
657dbd2b3a,6,Make a slurry with the cornstarch and an equal amount of cold water.
657dbd2b3a,7,Pour this into the skillet and stir well.
657dbd2b3a,8,"Cook another minute or so, until the sauce thickens."
657dbd2b3a,9,Serve over brown rice with a side of steamed veggies.
657dbd2b3a,10,Delish!
657df7c830,1,Bake sweet potatoes in oven until tender.
657df7c830,2,Peel the potatoes.
657df7c830,3,Mush the pulp up and add the butter.
657df7c830,4,Grease the oven safe pan before putting the pulp mixture in it.
657df7c830,5,"Put the pulp into the pan, spreading the mixture evenly throughout the pan."
657df7c830,6,"Mix all topping ingredients together, except butter, rubbing the brown sugar and flour between your hand breaking the clumps up creating a powder, not allowing clumps of brown sugar to remain is very important."
657df7c830,7,"Spread the topping mixture evenly over the pulp mixture, careful not to leave any of the sweet potatoes exposed."
657df7c830,8,"Pour the melted butter over the topping, making sure to cover all of the powder."
657df7c830,9,"Bake for 30 minutes, cool and enjoy."
657e064b79,1,Add ice to cocktail shaker.
657e064b79,2,"Pour in vodka, Blue Curaco and lime juice."
657e064b79,3,Shake.
657e064b79,4,Strain into chilled martini glass.
657e064b79,5,Garnish and serve.
657e0844e0,1,Thread chicken onto skewers.
657e0844e0,2,Place in a ceramic dish.
657e0844e0,3,Combine pesto and 1 1/2 tablespoons oil.
657e0844e0,4,Spoon over chicken.
657e0844e0,5,Turn to coat.
657e0844e0,6,"Refrigerate for 30 minutes, if time permits."
657e0844e0,7,Preheat barbecue plate on medium heat.
657e0844e0,8,Place a piece of baking paper on barbecue plate.
657e0844e0,9,Barbecue skewers on paper for 4 minutes each side or until chicken is just cooked through.
657e0b4a33,1,"Combine all ingredients, except cheese."
657e0b4a33,2,Boil for 20 minutes.
657e0b4a33,3,"Sprinkle cheese on each serving, just before serving."
657e1e6927,1,"Tie trout up in cheesecloth and lower into salted, simmering water; cook for 30 minutes."
657e1e6927,2,"Lift out carefully, remove cheesecloth, dress fish with melted butter and parsley."
657e1e6927,3,For the horseradish sauce: Combine first four ingredients and chill.
657e1e6927,4,"Just before serving, whip cream and fold in horseradish mixture."
657e587d21,1,"In large saucepan, combine all ingredients."
657e587d21,2,Bring to a boil.
657e587d21,3,Reduce heat;.
657e587d21,4,Simmer uncovered for 1 and 1/2 to 2 hours or until thickened.
657e587d21,5,Pour into a serving bowl.
657e587d21,6,Cover and refrigerate for 1-2 hours or until chilled.
657e6df350,1,Place 1 tablespoon water and all ingredients in a 6-quart Dutch oven.
657e6df350,2,"Bring to a boil over high heat; cover, reduce heat, and simmer 25 minutes or until potatoes are tender and glazed, stirring occasionally."
657e7d9cd0,1,Preheat oven to 350F.
657e7d9cd0,2,Prepare lasagna noodles as directed on the package.
657e7d9cd0,3,"To prepare the squash, peel and remove seeds, trimming into 1 or 2 inch cubes."
657e7d9cd0,4,Place in a pot of boiling water and cook until just tender.
657e7d9cd0,5,Remove water and mash by hand.
657e7d9cd0,6,(You can also do this in the microwave if you have one.)
657e7d9cd0,7,Place flour in a small saucepan over low to medium heat and very gradually whisk in milk and garlic.
657e7d9cd0,8,"Warm milk slurry, stirring constantly, until sauce simmers and is thickened, about 3 minutes."
657e7d9cd0,9,(It will continue to thicken in the baking so dont worry if it seems a bit thin at this stage.)
657e7d9cd0,10,"Remove from heat and stir in Parmesan cheese, salt and pepper."
657e7d9cd0,11,?.
657e7d9cd0,12,Spread 1/3 cup of cheese sauce over bottom of a 9 X 13-inch glass or metal pan and cover with 3 lasagna noodles; top with 1/3 of squash and 1/2 cup of cheese sauce.
657e7d9cd0,13,Sprinkle with 1/2 cup of mozzarella cheese and 1/4 cup of raisins.
657e7d9cd0,14,Cover with 3 more lasagna noodles and spread with 1/3 of remaining squash and 2/3 cup of cheese sauce; sprinkle with 1/4 cup of raisins.
657e7d9cd0,15,"Cover with 3 more lasagna noodles and top with remaining squash and raisins; cover with last 3 lasagna noodles, pressing sheets firmly down."
657e7d9cd0,16,Top with remaining cheese sauce; sprinkle with pine nuts and remaining mozzarella cheese.
657e7d9cd0,17,Cover lasagna with aluminum foil and bake for 15 minutes.
657e7d9cd0,18,"Remove foil and continue baking until lasagna bubbles around edges and is browned on top, about 15-20 additional minutes."
657e7d9cd0,19,Slice into 8 pieces and serve.
657ea93d65,1,In a large pot combine split peas with 8 cups of water.
657ea93d65,2,Bring to a boil over medium high heat and boil for 3 minutes.
657ea93d65,3,Turn off heat and set aside for 1 hour.
657ea93d65,4,Drain and rinse.
657ea93d65,5,Set aside.
657ea93d65,6,"In a skillet over medium heat heat the oil and then add the vegetables (onions - carrots), cooking for 6-10 minutes or until vegetables are softened."
657ea93d65,7,"Add garlic, oregano and pepper and cook for another minute, stirring."
657ea93d65,8,Transfer to crockpot.
657ea93d65,9,Stir in reserved split peas and broth.
657ea93d65,10,Cover and cook on low for 8-10 hours (or on high for 4-5 hours) or until peas are tender.
657ea93d65,11,Add salt if needed.
657ea93d65,12,Puree with and immersion blender if desired.
657ea93d65,13,To make the optional persillade: in a small bowl combine persillade ingredients (or use a mini chopper).
657ea93d65,14,Set aside at room temperature for 30 minutes.
657ea93d65,15,To serve ladle soup into individual bowls and garnish with the persillade.
657ebe03ed,1,"Whisk sugar, cornstarch, cinnamon, and salt in heavy medium saucepan until blended."
657ebe03ed,2,"Gradually add 1/4 cup milk, whisking until cornstarch is dissolved."
657ebe03ed,3,Whisk in remaining 1 3/4 cups milk.
657ebe03ed,4,"Whisk over medium-high heat until mixture thickens and comes to boil, about 6 minutes."
657ebe03ed,5,"Reduce heat to medium and cook 1 minute longer, whisking occasionally."
657ebe03ed,6,Remove from heat; add chocolate.
657ebe03ed,7,"Let stand 1 minute, then whisk until melted and smooth."
657ebe03ed,8,Transfer gelato base to medium bowl.
657ebe03ed,9,Mix in cream.
657ebe03ed,10,"Place bowl over large bowl filled with ice and water and cool, stirring often, about 30 minutes."
657ebe03ed,11,"Process gelato base in ice cream maker according to manufacturer's instructions, adding toffee during last minute of churning."
657ebe03ed,12,Transfer to container; cover.
657ebe03ed,13,Freeze at least 3 hours and up to 2 days.
657f1da102,1,Cook sausage until done.
657f1da102,2,"Crumble, and then drain."
657f1da102,3,Mix cheese and sausage.
657f1da102,4,Sprinkle in pie shell.
657f1da102,5,Lightly beat eggs in a bowl.
657f1da102,6,Combine remaining ingredients and add to egg mixture.
657f1da102,7,Pour in shell.
657f1da102,8,Bake at 375 degrees for 40-45 minutes .
657f1da102,9,Cool on rack 10 minutes.
657f5cb048,1,Preheat the oven to 350 Degrees F.
657f5cb048,2,"In a large bowl, stir together the flour, cocoa powder, baking powder and salt."
657f5cb048,3,"Pour in agave nectar, water, vegetable oil, applesauce and vanilla; mix until well blended."
657f5cb048,4,Spread evenly in a 9x13 inch baking pan.
657f5cb048,5,"Bake for 25 to 30 minutes in the preheated oven, until the top is no longer shiny."
657f5cb048,6,Let cool for at least 30 minutes before cutting into squares.
657f7fc26b,1,"Preheat oven to 350 degrees, warm the olive oil in a medium size skillet; when hot add in the sliced onions and cook stirring frequently until wilted and they begin to color."
657f7fc26b,2,"Add in the chili and cook for 2 to 3 minutes, stir in ham and warm through."
657f7fc26b,3,Place the eggs through cottage cheese in a blender container and blend until smooth.
657f7fc26b,4,"Place the onion mixture into the bottom of the pie crust, top with grated cheese and pour blender mixture over all."
657f7fc26b,5,Place in oven and bake for 40 minutes or until sharp knife inserted off center comes out clean.
657f7fc26b,6,Allow to stand 5 to 10 minutes before cutting and serving.
657fc513ea,1,Assembly Directions:.
657fc513ea,2,melt butter in a saucepan and fry the onion and carrots until golden brown.
657fc513ea,3,Stir in the flour and cook one minute.
657fc513ea,4,"Gradually stir in beef broth and bring to a boil, stirring constantly."
657fc513ea,5,"Add the Worchestershire sauce, oregano, seasonings and corn."
657fc513ea,6,Cover the pan.
657fc513ea,7,Reduce heat and simmer 15 minutes.
657fc513ea,8,Remove from heat and add cooked ground meat.
657fc513ea,9,Mix well.
657fc513ea,10,Freezing:.
657fc513ea,11,Line an 8x8 baking dish with heavy foil that has been sprayed with cooking spray.
657fc513ea,12,pour mix into baking dish and top with make ahead mashed potatoes.
657fc513ea,13,wrap with the foil and place in gallon sized freezer bag.
657fc513ea,14,Lable and freeze.
657fc513ea,15,To Serve:.
657fc513ea,16,Thaw.
657fc513ea,17,Bake at 400 degrees for 20-30 minutes or until topping is brown and meat is heated through.
657fc513ea,18,"To heat from the frozen stage, add 10-15 minutes more baking time."
657fe3074c,1,"The day before you plan to roast the turkey, make the Brine: In a stockpot, bring the water, salt, peppercorns, cloves, ginger, and bay leaves to a boil."
657fe3074c,2,Reduce heat to maintain a simmer and stir in honey and maple syrup until well blended.
657fe3074c,3,Turn off the heat and leave the brine to cool to room temperature.
657fe3074c,4,Rinse the turkey inside and out with water.
657fe3074c,5,"Immerse the turkey completely in the brine, either in the stockpot or, if necessary, in a clean basin large enough to hold the turkey and submerge it completely."
657fe3074c,6,Place a weight on top of turkey to hold it down beneath the brine's surface.
657fe3074c,7,Refridgerate and leave the turkey in the brine for at least 4 hours or as long as overnight.
657fe3074c,8,Preheat over to 325 degrees F.
657fe3074c,9,"In a mixing bowl, mash the butter together with the garlic, chopped sage, and chopped rosemary."
657fe3074c,10,"Inserting your hands through the bird's neck opening, gently loosen the skin from the flesh above the breast."
657fe3074c,11,Rub the butter mixture evenly under the skin.
657fe3074c,12,"Insert the apples, onions, and whole sage and rosemary sprigs into the cavity of the turkey."
657fe3074c,13,"Place the turkey in a roasting pan, breast side up."
657fe3074c,14,Tuck the wings back and under the turkey.
657fe3074c,15,"Using kitchen twine, tie the ends of the drumsticks together to make a compact shape for a more attractive presentation."
657fe3074c,16,Drizzle the turkey with olive oil and rub into the skin.
657fe3074c,17,"Transfer the turkey to the preheated oven and roast it until the breast meat registers 165 degrees F, about 2 1/2 hours."
657fe3074c,18,"If the skin appears to be browning too qucikly, tent the bird with a sheet of aluminum foil."
657fe3074c,19,Remember to let the turkey rest for 15-20 minutes before serving.
657fe3074c,20,This allows the juices to redistribute through the bird.
657fe8473a,1,Set oven to 350F.
657fe8473a,2,Set oven rack to second-lowest position.
657fe8473a,3,Prepare a 9-inch baking dish.
657fe8473a,4,For the cream custard: combine the milk and whipping cream in a large heavy-bottomed saucepan; bring to a simmer; remove from heat.
657fe8473a,5,"In a bowl whisk together vanilla, egg yolks and 1 cup sugar (can use less sugar if desired) and blend well."
657fe8473a,6,Gradually whisk in hot cream mixture into yolk mixture until well combined; set aside.
657fe8473a,7,Spread 1/4 cup soft butter on bottom and sides of baking dish.
657fe8473a,8,Arrange about 1/3 of the bread slices in a single layer over bottom of prepared dish (trimming to fit).
657fe8473a,9,Sprinkle half of the raisins over bread.
657fe8473a,10,Cover with another single layer of bread slices.
657fe8473a,11,Sprinkle the remaining raisins over the bread.
657fe8473a,12,Layer with remaining bread slices (you should have three layers of bread with 2 layers of raisins).
657fe8473a,13,Pour the cream custard over the bread and let stand for about 5 minutes until custard is absorbed (about 5-6 minutes).
657fe8473a,14,Position rack to second-lowest position.
657fe8473a,15,"Bake for about 20 minutes, or until custard thickens and begins to set."
657fe8473a,16,Remove from oven and set to broil.
657fe8473a,17,Sprinkle 2 tablespoons sugar over hot pudding.
657fe8473a,18,"Place under broiler heat for 2 minutes, or until sugar browns (rotating dish for even browning, watch closely as sugar will burn)."
657fe8473a,19,Serve warm.
658048543c,1,"In a large saucepan, heat the oil over medium heat."
658048543c,2,Add the onion and sautee for about 5 minutes or until just golden.
658048543c,3,Stir in the rice and water.
658048543c,4,Bring to a boil.
658048543c,5,Cover and reduce the heat to a simmer.
658048543c,6,"Simmer, covered for about 45 minutes, or until all the water is absorbed."
658048543c,7,Remove from the heat.
658048543c,8,Preheat oven to 350F Oil a 8x8 baking dish (ceramic or glass would probably be best).
658048543c,9,"Stir in the spinach, feta and olives into the rice."
658048543c,10,Stir in the eggs.
658048543c,11,Pour into the prepared baking dish.
658048543c,12,"Bake, uncovered for 25-30 minutes, or until a knife incerted into the center comes out clean."
658048543c,13,Let stand for 5 minutes before serving.
658053f0c0,1,"In a medium sized bowl, mix the vinegar, soy sauce, oil, garlic powder, and herbs to form a marinade."
658053f0c0,2,Cut the tofu into 1/2 to 1 inch sized cubes.
658053f0c0,3,Add tofu to marinade and toss.
658053f0c0,4,Cover and refrigerate tofu for 30 minutes Toss the tofu in the marinate every few minutes.
658053f0c0,5,Slightly brown tofu in a skillet over medium heat (you may need to add a little more olive oil).
658053f0c0,6,Enjoy!
658063d534,1,"Combine 1 teaspoon sage, 1/2 teaspoon salt, and 1/2 teaspoon pepper in a small bowl."
658063d534,2,Sprinkle both sides of pork with sage mixture.
658063d534,3,Heat a large nonstick skillet over medium-high heat.
658063d534,4,Coat pan with cooking spray.
658063d534,5,Add pork; cook 3 minutes on each side or until browned.
658063d534,6,Remove from heat; set aside.
658063d534,7,"Add remaining 1 teaspoon of sage, white wine, and minced garlic to pan, scraping to loosen browned bits."
658063d534,8,Cook 1 1/2 minutes or until reduced to about 1/4 cup.
658063d534,9,"Stir in seeded tomato and chicken broth, and cook 4 minutes or until slightly thick."
658063d534,10,Return pork and accumulated juices to pan.
658063d534,11,Cover and cook 1 minute or until heated.
658063d534,12,Sprinkle with 1/4 teaspoon kosher salt and 1/8 teaspoon black pepper.
658084d4ee,1,Preheat oven to 375 and lightly grease 12 muffin cups.
658084d4ee,2,Saute onion in butter until soft.
658084d4ee,3,"In a bowl, combine flour, baking powder, salt, pepper and garlic powder."
658084d4ee,4,"In another bowl, combine eggs, milk and mustard."
658084d4ee,5,"Add the sauteed onion, ham and cheese."
658084d4ee,6,"Stir the wet mixture into the dry mixture just until moistened, dont over stir!"
658084d4ee,7,Spoon batter into prepared muffin pans and bake in preheated oven for 25-30 minutes.
658084d4ee,8,Enjoy!
658085b5cb,1,In a 4-cup measure combine apple cider and cinnamon candies.
658085b5cb,2,"Microwave, uncovered, on 100% power for 4 to 5 minutes or till candies dissolve and the cider is steaming hot, stirring once."
658085b5cb,3,Serve in mugs.
658085b5cb,4,"Garnish with apple slices, if desired."
6580b166a9,1,Bring stock to the boil in a saucepan over high heat.
6580b166a9,2,"Add garlic, lemongrass, three-quarters of the chili and half the lime leaves."
6580b166a9,3,Reduce heat to medium-low.
6580b166a9,4,Add chicken.
6580b166a9,5,"Simmer, uncovered, turning chicken occasionally, for 8 to 10 minutes or until chicken is just cooked through."
6580b166a9,6,Transfer chicken to a plate.
6580b166a9,7,Allow to cool slightly.
6580b166a9,8,Shred chicken and set aside.
6580b166a9,9,Strain stock mixture into a large heatproof jug or bowl.
6580b166a9,10,Return strained stock to saucepan.
6580b166a9,11,Bring stock to the boil over medium-high heat.
6580b166a9,12,"Add fish sauce, sugar, 2 tablespoons lime juice and remaining chilli to soup."
6580b166a9,13,Stir in 1/2 cup cilantro.
6580b166a9,14,Divide chicken between serving bowls.
6580b166a9,15,Ladle over boiling soup.
6580b166a9,16,Top with remaining cilantro and lime leaves.
6580b166a9,17,Serve with lime.
6580f83672,1,"To make the marinade, combine the olive oil, capers, garlic, lemon juice, rosemary, paprika, harissa, salt and pepper in a small bowl."
6580f83672,2,Pound the chicken breasts to an even 1/2-inch thickness.
6580f83672,3,Place the chicken in a large Ziplock bag and add the marinade.
6580f83672,4,"Make sure the chicken is coated on all sides, then refrigerate for at least 3 hours and up to 6 hours."
6580f83672,5,"Prepare your grill by scraping it, oiling it and heating it to high."
6580f83672,6,"Remove the chicken from the marinade, reserving the liquid."
6580f83672,7,Place the chicken breasts a few inches apart on the grill.
6580f83672,8,"If you are using a charcoal grill, place the chicken directly over the hot coals."
6580f83672,9,"Grill the chicken for 4 to 6 minutes on each side, or until cooked through (the chicken should read 165F on a meat thermometer inserted in the center)."
6580f83672,10,"Remove the chicken from the heat, cover with foil and set aside."
6580f83672,11,"To make the sauce, in a medium saucepan combine the remaining marinade with 1 cup water."
6580f83672,12,Bring to a boil and cook for 1-2 minutes.
6580f83672,13,"Whisk the flour into 1/3 cup cool water, then add to the marinade, stirring constantly."
6580f83672,14,Bring to boil to thicken the sauce slightly.
6580f83672,15,Remove from the heat and cool slightly.
6580f83672,16,Pour the sauce over the chicken and serve.
65810061b8,1,"Saute onions in olive oil in a wok or frying pan, then add garlic."
65810061b8,2,Cook until the onions are translucent.
65810061b8,3,Add the tofu and cook it until it gets a little crispy (I never have achieve crispiness; I just wait until it is kinda dry).
65810061b8,4,Then add all the spices (you might need to add a splash of water to mix the curry powder all around).
65810061b8,5,"Add the vegetables (except avocado, if using) and cook for five minutes."
65810061b8,6,"Add avocado at the end of cooking, otherwise it will mush up throughout the scramble instead of being chunky."
65810061b8,7,Serve hot!
658104dfb2,1,Mix together all liquid ingredients with mixer and then add flour until you get a dough (similar to a bread dough but not as dry).
658104dfb2,2,Cut dough in four pieces.
658104dfb2,3,Cut a slice approximately 1/2 inch and roll out.
658104dfb2,4,You can either twist into a braid or a circle (what ever shape you wish).
658104dfb2,5,Bake @ 325 degrees for approximately 20 minutes (until slightly brown).
658104dfb2,6,"Glaze (Optional) Confectionary Sugar, Milk and Vanilla (mix until you get a slightly stiff glaze and then apply to cookies)."
658130b890,1,"Combine all ingredients except chicken, breadcrumbs and margarine."
658130b890,2,"Coat chicken with the mixture, and refrigerate in glass 9x13 pan, preferably at least 8-12 hrs."
658130b890,3,Preheat oven to 400.
658130b890,4,Spray 15x10 jelly roll pan/cookie sheet with cooking spray.
658130b890,5,"Bread the chicken pieces with the breadcrumbs, and place on cookie sheet."
658130b890,6,"Drizzle half the melted margarine over the chicken, place in oven and bake for 30 minutes."
658130b890,7,"After 30 minutes, drizzle remaining margarine over, and bake an additional 20-30 minutes, or until juices run clear and chicken is done."
65814ca1ed,1,"Mix together chicken gravy mix, Cream of Chicken Soup, onion soup, and water."
65814ca1ed,2,Add Chicken Breasts to crock-pot.
65814ca1ed,3,Pour Gravy/Soup liquid over chicken breasts.
65814ca1ed,4,Cover and cook on low for 5 hours.
65814ca1ed,5,Shred chicken with a fork.
65814ca1ed,6,"Serve over rice, potatoes, or even noodles."
658196982e,1,"In a bowl, combine the flour, sugar, baking powder, and salt."
658196982e,2,"In another bowl, whisk the egg, sour cream, butter and extract."
658196982e,3,Stir into dry ingredients just until moistened.
658196982e,4,Fold in coconut and chocolate chips.
658196982e,5,Fill greased or lined muffin cups two-thirds full.
658196982e,6,Sprinkle with almonds (and additional sugar if desired).
658196982e,7,Bake at 375 degrees for 18-20 minutes.
658196982e,8,Cool for 5 minutes before removing from pan to wire rack.
6581b28a6b,1,Combine the sugar with water and bring it to a boil.
6581b28a6b,2,"At the same time, brown the semolina in the oil on high heat, constantly stirring."
6581b28a6b,3,"When the semolina is a golden brown, add the syrup, (be careful here it tends to froth up) turn down heat and keep stirring until you get a kind of thick mixture."
6581b28a6b,4,Poor into mold.
6581b28a6b,5,Unmold into a platter and sprinkle with ground cinnamon.
6581e108b4,1,Put an oven rack in the middle position and preheat oven to 350 degrees.
6581e108b4,2,"Stir together walnuts, pecans, flour, brown sugar, and salt in a small bowl."
6581e108b4,3,Add butter and stir with a fork until mixture forms small clumps (break apart any large clumps with your fingers).
6581e108b4,4,Set aside.
6581e108b4,5,"Gently mix peaches, sugar, and tapioca in a large bowl."
6581e108b4,6,Taste and add additional sugar if you like.
6581e108b4,7,Set aside.
6581e108b4,8,Dust your counter and rolling pin with flour.
6581e108b4,9,"With short strokes from center outward, roll dough into a 12-inch circle (about 1/8 inch thick), turning 90 degrees after every 3 or 4 passes of the rolling pin to keep it from sticking."
6581e108b4,10,"Transfer dough to a 9-inch deep-dish glass pie plate, letting it fall into place."
6581e108b4,11,"(If you push or stretch the dough, it will shrink back when baked.)"
6581e108b4,12,"Trim overhang to 1/2 inch, tuck edge under, and crimp edge."
6581e108b4,13,"Pile peaches into crust, then top with streusel."
6581e108b4,14,"Put pan on a rimmed baking sheet and bake until topping and bottom crust are well browned, about 1 hour."
6581e108b4,15,"Let cool to room temperature, at least 2-1/2 hours, before serving."
6581e108b4,16,"NOTES: ""If your peaches are exceptionally juicy, toss with an additional tbsp of tapioca."
6581e108b4,17,"To peel peaches, make a small X on the bottom of the fruit, then plunge into boiling water for 30 seconds."
6581e108b4,18,"Once cool, the skin will pull free."
6581e108b4,19,"""."
6581f0f401,1,"Combine all ingredients, except dried fruit, in a microwave safe bowl."
6581f0f401,2,Cook on high for 2 minutes.
6581f0f401,3,Stir;cook for an additional 2 minutes.
6581f0f401,4,Remove from microwave and add dried fruit; mix well.
6581f0f401,5,Spread on large cookie sheet to cool.
6581f0f401,6,Store in air tight container.
6582490e6b,1,"If cooking a turkey, make the dressing after the bird is done, so you can use the drippings."
6582490e6b,2,Use a turkey baster to capture as much of the drippings as you can.
6582490e6b,3,Separate the fat.
6582490e6b,4,Substitute the drippings for the canned broth (ounce for ounce).
6582490e6b,5,The total broth mixture should be the same--approximately 60 ounces.
6582490e6b,6,You may want to save some of the drippings for gravy.
6582490e6b,7,"Also, if stuffing the bird, stuff it first, then use the drippings in the remaining dressing or to make gravy."
6582490e6b,8,"Brown hamburger and sausage (I use Jimmy Dean Hot) separately, seasoning the hamburger with salt and pepper."
6582490e6b,9,Drain and set aside.
6582490e6b,10,Saute onions and celery using one stick of the butter (1/4 lb) until onions are translucent and celery is soft.
6582490e6b,11,"Add all remaining butter to the 4 cans of broth (or broth and turkey drippings), the poultry seasoning, and bring to a light simmer, then remove from heat."
6582490e6b,12,"In a large mixing bowl, empty contents of all five boxes of stuffing mix, add celery/onion mixture, hamburger, and sausage."
6582490e6b,13,Gently toss.
6582490e6b,14,"Gradually add in the chicken broth/butter mixture, stiring as you go until you get to the desired consistency."
6582490e6b,15,You may or may not use all the liquid.
6582490e6b,16,Do not add so much as to make the dressing wet and mushy.
6582490e6b,17,"If you stuffed the bird, you should definitely have some liquid left--so be careful."
6582490e6b,18,"Transfer to a baking dish and bake for 30 minutes, uncovered, at 350 F, and/or stuff your bird as usual."
6582490e6b,19,When I'm making this for a pot luck; I do it all the night before and put it all in a large crock pot.
6582490e6b,20,The dressing will warm quite nicely on High for about 2 hours (stirring once or twice) then reducing to Warm until the event begins.
6582490e6b,21,"If I have any left over fluid, I take it along to add during the warming to keep the dressing moist."
6582490e6b,22,"This is a large recipe designed to serve a crowd, but can be cut in half to make a smaller amount, but left-over dressing never goes to waist."
6582cfbeb9,1,Crust - Melt the butter and stir it into the chocolate and graham crumbs.
6582cfbeb9,2,"Press into a 9"" deep pie dish."
6582cfbeb9,3,Filling - Cream together the cream cheese and sweetened condensed milk.
6582cfbeb9,4,Add in the lemon juice and vanilla extract.
6582cfbeb9,5,Spoon into the crust and smooth the top.
6582cfbeb9,6,Chill for 2 hours or overnight.
6582cfbeb9,7,"Topping - In a small saucepan, stir together the raspberries, icing sugar and butter."
6582cfbeb9,8,Heat just enough to melt everything then chill.
6582cfbeb9,9,Serve slices of cheesecake with dollops of raspberry sauce.
6582e883a6,1,Add all the ingredients to an ice-filled shaker.
6582e883a6,2,Shake vigorously.
6582e883a6,3,Strain into an ice-filled highball glass.
6582e883a6,4,Garnish with lime wedge.
65831735ef,1,Croutons: This is one of the keys to this recipe.
65831735ef,2,"Start with about 1/2 loaf of a crusty Italian bread with a large cell-structure, e.g."
65831735ef,3,big holes.
65831735ef,4,I really like to use Pugliese or Ciabatta.
65831735ef,5,"Cut the bread into cubes of about 1 inch square and lay out onto a a cookie sheet and toast in the oven, preferably under a broiler."
65831735ef,6,Turn the croutons about half-way through to ensure both sides get toasted.
65831735ef,7,The most important thing here is to not over-toast -- you want croutons that are crunchy on the outside and still soft in the center.
65831735ef,8,Chop the Romaine hearts into sections about 1 inch by the width of each leaf.
65831735ef,9,Dressing: Squeeze the juice of the lemon into a mixing bowl and add the anchovy paste.
65831735ef,10,"I know some people are squeamish about anchovy paste, but the taste really isn't strong here."
65831735ef,11,Ive served this to anchovy haters who loved it.
65831735ef,12,"Finally, the paste serves as an important emulsifier in this recipe."
65831735ef,13,"Using a whisk slowly drizzle the olive oil into the lemon-anchovy mixture while whisking, all the ingredients should come together in a thick, greenish brown dressing."
65831735ef,14,Assembly: Place romaine in a large salad bowl.
65831735ef,15,Add still warm croutons on top of lettuce.
65831735ef,16,Pour grated cheese on top of pile and then drizzle dressing on top of whole.
65831735ef,17,Toss and serve.
6583311a51,1,"Wash, dry and prick potatoes with a fork."
6583311a51,2,Bake at 400 for 1 hour or until done.
6583311a51,3,"Let cool and cut in half lengthwise and scoop out the pulp, set aside."
6583311a51,4,"Use the skins for something else, such as fried potato skins!"
6583311a51,5,"Melt butter in a heavy saucepan over low heat, add flour, stirring until smooth."
6583311a51,6,"Cook 1 minute, stirring constantly."
6583311a51,7,"Gradually add milk, cook over medium heat, stirring constantly until the mixture is thickened and bubbly."
6583311a51,8,"Add potato pulp, salt, peppers, 2 Tbsp green onion, half the bacon, and 1 cup of the cheese."
6583311a51,9,Cook until thoroughly heated.
6583311a51,10,Stir in the sour cream.
6583311a51,11,Add extra milk if necessary for desired consistency.
